question	answer
Artists see things differently.	Did you ever see anything that picasso painted?
Did you ever see anything that picasso painted?	Of course! He is world famous.
Of course! He is world famous.	Did he ever take art lessons?
Did he ever take art lessons?	I cannot believe it. I drew paintings like that in third grade.
I cannot believe it. I drew paintings like that in third grade.	Where are they? Maybe they are worth millions.
What is the point?	The point of what?
The point of what?	Of living.
Of living.	Who knows? You live, And then you die.
Who knows? You live, And then you die.	We must be here for some reason.
We must be here for some reason.	Maybe we're here to have fun.
Maybe we're here to have fun.	Then why aren't i having fun?
Then why aren't i having fun?	Because you're thinking too much.
Because you're thinking too much.	So i should stop thinking?
So i should stop thinking?	Stop thinking about what the point is.
Stop thinking about what the point is.	Okay. I will start thinking about having some fun.
Okay. I will start thinking about having some fun.	Just be patient. Fun does not come along every five minutes.
Beer is a powerful drug.	So are cigarettes.
So are cigarettes.	Which would you prefer?
Which would you prefer?	What do you mean?
What do you mean?	When you die and go to heaven, They will offer you beer or cigarettes.
When you die and go to heaven, They will offer you beer or cigarettes.	I could pick only one or the other?
I could pick only one or the other?	Yes. Nothing's perfect, Not even in heaven.
Yes. Nothing's perfect, Not even in heaven.	Boy, That is a tough one.
Boy, That is a tough one.	What is so tough about it? Of course, I would pick cigarettes.
What is so tough about it? Of course, I would pick cigarettes.	But cigarettes taste much better when you have a cold beer.
But cigarettes taste much better when you have a cold beer.	Well, You cannot have everything.
Well, You cannot have everything.	I do not think i want to go to your heaven.
My pants have a hole in the front pocket.	You should not carry pens in your pocket.
You should not carry pens in your pocket.	Yesterday a pen fell through my pants onto my shoe.
Yesterday a pen fell through my pants onto my shoe.	Lucky for you it wasn't a sharp knife.
Lucky for you it wasn't a sharp knife.	Who carries a sharp knife in their pocket?
Who carries a sharp knife in their pocket?	Criminals, Of course.
Criminals, Of course.	Anyway, I have to fix the hole.
Anyway, I have to fix the hole.	You can sew it up or use an iron-on patch.
You can sew it up or use an iron-on patch.	Tell me about this patch.
Tell me about this patch.	The patch has glue. The hot iron melts the glue so the patch sticks on.
The patch has glue. The hot iron melts the glue so the patch sticks on.	That sounds a lot easier than sewing.
That sounds a lot easier than sewing.	It is. But after about ten washings, The glue washes off.
Do you know any good jokes?	I cannot remember jokes.
I cannot remember jokes.	Neither can i.
Neither can i.	They go in one ear and out the other.
They go in one ear and out the other.	Who makes up all these jokes?
Who makes up all these jokes?	Who knows? But there must be a hundred new ones every day.
Who knows? But there must be a hundred new ones every day.	Yes, Just in english alone.
Yes, Just in english alone.	I wonder if every language has jokes.
I wonder if every language has jokes.	Of course! People everywhere like good jokes.
Of course! People everywhere like good jokes.	What do you think people joke about the most?
What do you think people joke about the most?	I think most jokes are about women.
I think most jokes are about women.	Oh, Really? I think most jokes are about men!
You're very lucky.	Why do you say that?
Why do you say that?	You speak two languages.
You speak two languages.	Well, My english isn't perfect.
Well, My english isn't perfect.	No one speaks perfect english.
No one speaks perfect english.	Maybe i will be the first!
Maybe i will be the first!	I have been thinking about learning spanish.
I have been thinking about learning spanish.	Spanish is easy. I will be happy to teach you.
Spanish is easy. I will be happy to teach you.	How long will it take me to learn?
How long will it take me to learn?	I think it will only take you a year or two.
I think it will only take you a year or two.	How soon can we begin?
How soon can we begin?	Ahora! That means right now.
Do you know what today is?	Yes, It is april 22.
Yes, It is april 22.	It is more than just a date.
It is more than just a date.	Is it your birthday or anniversary?
Is it your birthday or anniversary?	No, It is earth day.
No, It is earth day.	What is that?
What is that?	It is a yearly reminder to take care of our planet.
It is a yearly reminder to take care of our planet.	Oh, You mean like reuse things and recycle stuff?
Oh, You mean like reuse things and recycle stuff?	Yes. We need to think green, Save water, And stop using plastic bags.
Yes. We need to think green, Save water, And stop using plastic bags.	How about if i take shorter showers?
How about if i take shorter showers?	That is a good idea, Because showers waste a lot of water.
That is a good idea, Because showers waste a lot of water.	From now on I will spend only 20 minutes in the shower.
Poetry sucks.	I do not know anyone who likes it.
I do not know anyone who likes it.	Some of it is okay, I guess.
Some of it is okay, I guess.	Yes, The poems that rhyme and are easy to remember.
Yes, The poems that rhyme and are easy to remember.	"Like ""one, Two, Buckle my shoe.""."
"Like ""one, Two, Buckle my shoe.""."	But people still write poems.
But people still write poems.	No one makes any money at it.
No one makes any money at it.	Shakespeare was a poet.
Shakespeare was a poet.	Did he get rich from his poetry?
Did he get rich from his poetry?	Probably not.
Probably not.	Poems are a little bit like songs.
Poems are a little bit like songs.	Yes, But songs have music. Without music, Songs would suck, Too.
How smart are you?	I do not know. I think I am average.
I do not know. I think I am average.	Did you ever take an iq test?
Did you ever take an iq test?	No, I never did. All i know is that i got a's and b's in school.
No, I never did. All i know is that i got a's and b's in school.	I wish i was really smart.
I wish i was really smart.	Do not be ridiculous.
Do not be ridiculous.	What do you mean?
What do you mean?	If you're going to make a wish, Wish that you were really rich or famous.
If you're going to make a wish, Wish that you were really rich or famous.	Do not you ever wonder what it is like to be super-smart?
Do not you ever wonder what it is like to be super-smart?	It must be very lonely.
It must be very lonely.	Why's that?
Why's that?	Because if you're super-smart, No one understands what you're saying.
I missed the tv news last night. What was on?	Nothing that would pass as news.
Nothing that would pass as news.	What is the weather going to be like this weekend?
